id,candidate_id,qplume,name,folder,date,datetime,window_col_off,window_row_off,window_width,window_height,subset,difficulty,label_path,has_plume,window_labels
ang20191008t172458_r16640_c0_w512_h512,,0.0,ang20191008t172458,/AVIRISNG/Permian2019/ang20191008t172458_r16640_c0_w512_h512,2019-10-08,2019-10-08 17:24:58+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t182150_r7936_c256_w512_h512,,0.0,ang20191008t182150,/AVIRISNG/Permian2019/ang20191008t182150_r7936_c256_w512_h512,2019-10-08,2019-10-08 18:21:50+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t182150_r0_c0_w512_h512,,0.0,ang20191008t182150,/AVIRISNG/Permian2019/ang20191008t182150_r0_c0_w512_h512,2019-10-08,2019-10-08 18:21:50+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t183946_r6656_c0_w512_h512,,0.0,ang20191008t183946,/AVIRISNG/Permian2019/ang20191008t183946_r6656_c0_w512_h512,2019-10-08,2019-10-08 18:39:46+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t183946_r768_c0_w512_h512,,0.0,ang20191008t183946,/AVIRISNG/Permian2019/ang20191008t183946_r768_c0_w512_h512,2019-10-08,2019-10-08 18:39:46+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t190449_r5888_c0_w512_h512,,0.0,ang20191008t190449,/AVIRISNG/Permian2019/ang20191008t190449_r5888_c0_w512_h512,2019-10-08,2019-10-08 19:04:49+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t194115_r11776_c256_w512_h512,,0.0,ang20191008t194115,/AVIRISNG/Permian2019/ang20191008t194115_r11776_c256_w512_h512,2019-10-08,2019-10-08 19:41:15+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t195936_r8960_c256_w512_h512,,0.0,ang20191008t195936,/AVIRISNG/Permian2019/ang20191008t195936_r8960_c256_w512_h512,2019-10-08,2019-10-08 19:59:36+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t152203_r10240_c0_w512_h512,,0.0,ang20191010t152203,/AVIRISNG/Permian2019/ang20191010t152203_r10240_c0_w512_h512,2019-10-10,2019-10-10 15:22:03+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t155034_r12288_c0_w512_h512,,0.0,ang20191010t155034,/AVIRISNG/Permian2019/ang20191010t155034_r12288_c0_w512_h512,2019-10-10,2019-10-10 15:50:34+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t155034_r14848_c0_w512_h512,,0.0,ang20191010t155034,/AVIRISNG/Permian2019/ang20191010t155034_r14848_c0_w512_h512,2019-10-10,2019-10-10 15:50:34+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t161700_r13056_c0_w512_h512,,0.0,ang20191010t161700,/AVIRISNG/Permian2019/ang20191010t161700_r13056_c0_w512_h512,2019-10-10,2019-10-10 16:17:00+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t161700_r6656_c0_w512_h512,,0.0,ang20191010t161700,/AVIRISNG/Permian2019/ang20191010t161700_r6656_c0_w512_h512,2019-10-10,2019-10-10 16:17:00+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t174755_r9216_c256_w512_h512,,0.0,ang20191010t174755,/AVIRISNG/Permian2019/ang20191010t174755_r9216_c256_w512_h512,2019-10-10,2019-10-10 17:47:55+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t174755_r13056_c512_w512_h512,,0.0,ang20191010t174755,/AVIRISNG/Permian2019/ang20191010t174755_r13056_c512_w512_h512,2019-10-10,2019-10-10 17:47:55+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t182147_r13312_c0_w512_h512,,0.0,ang20191010t182147,/AVIRISNG/Permian2019/ang20191010t182147_r13312_c0_w512_h512,2019-10-10,2019-10-10 18:21:47+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t182147_r7680_c0_w512_h512,,0.0,ang20191010t182147,/AVIRISNG/Permian2019/ang20191010t182147_r7680_c0_w512_h512,2019-10-10,2019-10-10 18:21:47+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t182147_r2304_c0_w512_h512,,0.0,ang20191010t182147,/AVIRISNG/Permian2019/ang20191010t182147_r2304_c0_w512_h512,2019-10-10,2019-10-10 18:21:47+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t184216_r13056_c256_w512_h512,,0.0,ang20191010t184216,/AVIRISNG/Permian2019/ang20191010t184216_r13056_c256_w512_h512,2019-10-10,2019-10-10 18:42:16+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t192008_r9984_c256_w512_h512,,0.0,ang20191010t192008,/AVIRISNG/Permian2019/ang20191010t192008_r9984_c256_w512_h512,2019-10-10,2019-10-10 19:20:08+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t193818_r1280_c0_w512_h512,,0.0,ang20191010t193818,/AVIRISNG/Permian2019/ang20191010t193818_r1280_c0_w512_h512,2019-10-10,2019-10-10 19:38:18+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t193818_r9472_c256_w512_h512,,0.0,ang20191010t193818,/AVIRISNG/Permian2019/ang20191010t193818_r9472_c256_w512_h512,2019-10-10,2019-10-10 19:38:18+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t154103_r1280_c0_w512_h512,,0.0,ang20191011t154103,/AVIRISNG/Permian2019/ang20191011t154103_r1280_c0_w512_h512,2019-10-11,2019-10-11 15:41:03+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t160043_r0_c0_w512_h512,,0.0,ang20191011t160043,/AVIRISNG/Permian2019/ang20191011t160043_r0_c0_w512_h512,2019-10-11,2019-10-11 16:00:43+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t161719_r256_c0_w512_h512,,0.0,ang20191011t161719,/AVIRISNG/Permian2019/ang20191011t161719_r256_c0_w512_h512,2019-10-11,2019-10-11 16:17:19+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t163647_r6912_c0_w512_h512,,0.0,ang20191011t163647,/AVIRISNG/Permian2019/ang20191011t163647_r6912_c0_w512_h512,2019-10-11,2019-10-11 16:36:47+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t163647_r12032_c256_w512_h512,,0.0,ang20191011t163647,/AVIRISNG/Permian2019/ang20191011t163647_r12032_c256_w512_h512,2019-10-11,2019-10-11 16:36:47+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t165345_r11008_c256_w512_h512,,0.0,ang20191011t165345,/AVIRISNG/Permian2019/ang20191011t165345_r11008_c256_w512_h512,2019-10-11,2019-10-11 16:53:45+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t174241_r6400_c256_w512_h512,,0.0,ang20191011t174241,/AVIRISNG/Permian2019/ang20191011t174241_r6400_c256_w512_h512,2019-10-11,2019-10-11 17:42:41+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t175712_r1536_c0_w512_h512,,0.0,ang20191011t175712,/AVIRISNG/Permian2019/ang20191011t175712_r1536_c0_w512_h512,2019-10-11,2019-10-11 17:57:12+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t182731_r11008_c0_w512_h512,,0.0,ang20191011t182731,/AVIRISNG/Permian2019/ang20191011t182731_r11008_c0_w512_h512,2019-10-11,2019-10-11 18:27:31+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t182731_r5376_c0_w512_h512,,0.0,ang20191011t182731,/AVIRISNG/Permian2019/ang20191011t182731_r5376_c0_w512_h512,2019-10-11,2019-10-11 18:27:31+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t185825_r3840_c0_w512_h512,,0.0,ang20191011t185825,/AVIRISNG/Permian2019/ang20191011t185825_r3840_c0_w512_h512,2019-10-11,2019-10-11 18:58:25+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t191345_r768_c0_w512_h512,,0.0,ang20191011t191345,/AVIRISNG/Permian2019/ang20191011t191345_r768_c0_w512_h512,2019-10-11,2019-10-11 19:13:45+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t192741_r11264_c256_w512_h512,,0.0,ang20191011t192741,/AVIRISNG/Permian2019/ang20191011t192741_r11264_c256_w512_h512,2019-10-11,2019-10-11 19:27:41+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t192741_r6144_c0_w512_h512,,0.0,ang20191011t192741,/AVIRISNG/Permian2019/ang20191011t192741_r6144_c0_w512_h512,2019-10-11,2019-10-11 19:27:41+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t192741_r8704_c0_w512_h512,,0.0,ang20191011t192741,/AVIRISNG/Permian2019/ang20191011t192741_r8704_c0_w512_h512,2019-10-11,2019-10-11 19:27:41+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191012t154800_r0_c512_w512_h512,,0.0,ang20191012t154800,/AVIRISNG/Permian2019/ang20191012t154800_r0_c512_w512_h512,2019-10-12,2019-10-12 15:48:00+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191012t154800_r512_c512_w512_h512,,0.0,ang20191012t154800,/AVIRISNG/Permian2019/ang20191012t154800_r512_c512_w512_h512,2019-10-12,2019-10-12 15:48:00+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191012t155942_r512_c0_w512_h512,,0.0,ang20191012t155942,/AVIRISNG/Permian2019/ang20191012t155942_r512_c0_w512_h512,2019-10-12,2019-10-12 15:59:42+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191012t155942_r0_c0_w512_h512,,0.0,ang20191012t155942,/AVIRISNG/Permian2019/ang20191012t155942_r0_c0_w512_h512,2019-10-12,2019-10-12 15:59:42+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191012t155942_r2560_c0_w512_h512,,0.0,ang20191012t155942,/AVIRISNG/Permian2019/ang20191012t155942_r2560_c0_w512_h512,2019-10-12,2019-10-12 15:59:42+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191012t162223_r1536_c256_w512_h512,,0.0,ang20191012t162223,/AVIRISNG/Permian2019/ang20191012t162223_r1536_c256_w512_h512,2019-10-12,2019-10-12 16:22:23+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191012t162223_r0_c0_w512_h512,,0.0,ang20191012t162223,/AVIRISNG/Permian2019/ang20191012t162223_r0_c0_w512_h512,2019-10-12,2019-10-12 16:22:23+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t145516_r8704_c0_w512_h512,,0.0,ang20191013t145516,/AVIRISNG/Permian2019/ang20191013t145516_r8704_c0_w512_h512,2019-10-13,2019-10-13 14:55:16+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t151222_r3584_c0_w512_h512,,0.0,ang20191013t151222,/AVIRISNG/Permian2019/ang20191013t151222_r3584_c0_w512_h512,2019-10-13,2019-10-13 15:12:22+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t151222_r3072_c0_w512_h512,,0.0,ang20191013t151222,/AVIRISNG/Permian2019/ang20191013t151222_r3072_c0_w512_h512,2019-10-13,2019-10-13 15:12:22+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t151222_r9728_c0_w512_h512,,0.0,ang20191013t151222,/AVIRISNG/Permian2019/ang20191013t151222_r9728_c0_w512_h512,2019-10-13,2019-10-13 15:12:22+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t151222_r9216_c0_w512_h512,,0.0,ang20191013t151222,/AVIRISNG/Permian2019/ang20191013t151222_r9216_c0_w512_h512,2019-10-13,2019-10-13 15:12:22+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t155909_r16128_c0_w512_h512,,0.0,ang20191013t155909,/AVIRISNG/Permian2019/ang20191013t155909_r16128_c0_w512_h512,2019-10-13,2019-10-13 15:59:09+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t161540_r6912_c256_w512_h512,,0.0,ang20191013t161540,/AVIRISNG/Permian2019/ang20191013t161540_r6912_c256_w512_h512,2019-10-13,2019-10-13 16:15:40+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t161540_r6144_c0_w512_h512,,0.0,ang20191013t161540,/AVIRISNG/Permian2019/ang20191013t161540_r6144_c0_w512_h512,2019-10-13,2019-10-13 16:15:40+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t161540_r5376_c0_w512_h512,,0.0,ang20191013t161540,/AVIRISNG/Permian2019/ang20191013t161540_r5376_c0_w512_h512,2019-10-13,2019-10-13 16:15:40+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t164602_r5888_c256_w512_h512,,0.0,ang20191013t164602,/AVIRISNG/Permian2019/ang20191013t164602_r5888_c256_w512_h512,2019-10-13,2019-10-13 16:46:02+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t164602_r4864_c0_w512_h512,,0.0,ang20191013t164602,/AVIRISNG/Permian2019/ang20191013t164602_r4864_c0_w512_h512,2019-10-13,2019-10-13 16:46:02+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t164602_r10496_c0_w512_h512,,0.0,ang20191013t164602,/AVIRISNG/Permian2019/ang20191013t164602_r10496_c0_w512_h512,2019-10-13,2019-10-13 16:46:02+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t170032_r11264_c0_w512_h512,,0.0,ang20191013t170032,/AVIRISNG/Permian2019/ang20191013t170032_r11264_c0_w512_h512,2019-10-13,2019-10-13 17:00:32+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t171742_r7936_c256_w512_h512,,0.0,ang20191013t171742,/AVIRISNG/Permian2019/ang20191013t171742_r7936_c256_w512_h512,2019-10-13,2019-10-13 17:17:42+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t173258_r8960_c0_w512_h512,,0.0,ang20191013t173258,/AVIRISNG/Permian2019/ang20191013t173258_r8960_c0_w512_h512,2019-10-13,2019-10-13 17:32:58+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t174928_r8960_c0_w512_h512,,0.0,ang20191013t174928,/AVIRISNG/Permian2019/ang20191013t174928_r8960_c0_w512_h512,2019-10-13,2019-10-13 17:49:28+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t180441_r5888_c0_w512_h512,,0.0,ang20191013t180441,/AVIRISNG/Permian2019/ang20191013t180441_r5888_c0_w512_h512,2019-10-13,2019-10-13 18:04:41+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t182140_r11264_c0_w512_h512,,0.0,ang20191013t182140,/AVIRISNG/Permian2019/ang20191013t182140_r11264_c0_w512_h512,2019-10-13,2019-10-13 18:21:40+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t182140_r2560_c0_w512_h512,,0.0,ang20191013t182140,/AVIRISNG/Permian2019/ang20191013t182140_r2560_c0_w512_h512,2019-10-13,2019-10-13 18:21:40+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t185356_r3072_c256_w512_h512,,0.0,ang20191013t185356,/AVIRISNG/Permian2019/ang20191013t185356_r3072_c256_w512_h512,2019-10-13,2019-10-13 18:53:56+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t185356_r768_c256_w512_h512,,0.0,ang20191013t185356,/AVIRISNG/Permian2019/ang20191013t185356_r768_c256_w512_h512,2019-10-13,2019-10-13 18:53:56+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t192848_r8448_c256_w512_h512,,0.0,ang20191013t192848,/AVIRISNG/Permian2019/ang20191013t192848_r8448_c256_w512_h512,2019-10-13,2019-10-13 19:28:48+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t143714_r5632_c256_w512_h512,,0.0,ang20191016t143714,/AVIRISNG/Permian2019/ang20191016t143714_r5632_c256_w512_h512,2019-10-16,2019-10-16 14:37:14+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t153826_r0_c0_w512_h512,,0.0,ang20191016t153826,/AVIRISNG/Permian2019/ang20191016t153826_r0_c0_w512_h512,2019-10-16,2019-10-16 15:38:26+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t153826_r6400_c256_w512_h512,,0.0,ang20191016t153826,/AVIRISNG/Permian2019/ang20191016t153826_r6400_c256_w512_h512,2019-10-16,2019-10-16 15:38:26+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t153826_r8960_c0_w512_h512,,0.0,ang20191016t153826,/AVIRISNG/Permian2019/ang20191016t153826_r8960_c0_w512_h512,2019-10-16,2019-10-16 15:38:26+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t155337_r1536_c0_w512_h512,,0.0,ang20191016t155337,/AVIRISNG/Permian2019/ang20191016t155337_r1536_c0_w512_h512,2019-10-16,2019-10-16 15:53:37+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t162417_r10240_c256_w512_h512,,0.0,ang20191016t162417,/AVIRISNG/Permian2019/ang20191016t162417_r10240_c256_w512_h512,2019-10-16,2019-10-16 16:24:17+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t162417_r8704_c0_w512_h512,,0.0,ang20191016t162417,/AVIRISNG/Permian2019/ang20191016t162417_r8704_c0_w512_h512,2019-10-16,2019-10-16 16:24:17+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t163955_r256_c0_w512_h512,,0.0,ang20191016t163955,/AVIRISNG/Permian2019/ang20191016t163955_r256_c0_w512_h512,2019-10-16,2019-10-16 16:39:55+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t163955_r7680_c256_w512_h512,,0.0,ang20191016t163955,/AVIRISNG/Permian2019/ang20191016t163955_r7680_c256_w512_h512,2019-10-16,2019-10-16 16:39:55+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t165454_r8192_c0_w512_h512,,0.0,ang20191016t165454,/AVIRISNG/Permian2019/ang20191016t165454_r8192_c0_w512_h512,2019-10-16,2019-10-16 16:54:54+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t171023_r3584_c0_w512_h512,,0.0,ang20191016t171023,/AVIRISNG/Permian2019/ang20191016t171023_r3584_c0_w512_h512,2019-10-16,2019-10-16 17:10:23+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t172526_r2048_c0_w512_h512,,0.0,ang20191016t172526,/AVIRISNG/Permian2019/ang20191016t172526_r2048_c0_w512_h512,2019-10-16,2019-10-16 17:25:26+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t174016_r2560_c0_w512_h512,,0.0,ang20191016t174016,/AVIRISNG/Permian2019/ang20191016t174016_r2560_c0_w512_h512,2019-10-16,2019-10-16 17:40:16+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t174016_r6400_c0_w512_h512,,0.0,ang20191016t174016,/AVIRISNG/Permian2019/ang20191016t174016_r6400_c0_w512_h512,2019-10-16,2019-10-16 17:40:16+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t181351_r6656_c0_w512_h512,,0.0,ang20191016t181351,/AVIRISNG/Permian2019/ang20191016t181351_r6656_c0_w512_h512,2019-10-16,2019-10-16 18:13:51+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t184817_r10496_c0_w512_h512,,0.0,ang20191016t184817,/AVIRISNG/Permian2019/ang20191016t184817_r10496_c0_w512_h512,2019-10-16,2019-10-16 18:48:17+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t190528_r3584_c0_w512_h512,,0.0,ang20191016t190528,/AVIRISNG/Permian2019/ang20191016t190528_r3584_c0_w512_h512,2019-10-16,2019-10-16 19:05:28+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t193637_r3584_c0_w512_h512,,0.0,ang20191016t193637,/AVIRISNG/Permian2019/ang20191016t193637_r3584_c0_w512_h512,2019-10-16,2019-10-16 19:36:37+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t195058_r5376_c256_w512_h512,,0.0,ang20191016t195058,/AVIRISNG/Permian2019/ang20191016t195058_r5376_c256_w512_h512,2019-10-16,2019-10-16 19:50:58+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t195058_r3584_c256_w512_h512,,0.0,ang20191016t195058,/AVIRISNG/Permian2019/ang20191016t195058_r3584_c256_w512_h512,2019-10-16,2019-10-16 19:50:58+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t200430_r2560_c0_w512_h512,,0.0,ang20191016t200430,/AVIRISNG/Permian2019/ang20191016t200430_r2560_c0_w512_h512,2019-10-16,2019-10-16 20:04:30+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t200430_r3328_c0_w512_h512,,0.0,ang20191016t200430,/AVIRISNG/Permian2019/ang20191016t200430_r3328_c0_w512_h512,2019-10-16,2019-10-16 20:04:30+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t143318_r3328_c0_w512_h512,,0.0,ang20191017t143318,/AVIRISNG/Permian2019/ang20191017t143318_r3328_c0_w512_h512,2019-10-17,2019-10-17 14:33:18+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t143318_r7168_c0_w512_h512,,0.0,ang20191017t143318,/AVIRISNG/Permian2019/ang20191017t143318_r7168_c0_w512_h512,2019-10-17,2019-10-17 14:33:18+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t144928_r512_c0_w512_h512,,0.0,ang20191017t144928,/AVIRISNG/Permian2019/ang20191017t144928_r512_c0_w512_h512,2019-10-17,2019-10-17 14:49:28+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t150903_r10240_c0_w512_h512,,0.0,ang20191017t150903,/AVIRISNG/Permian2019/ang20191017t150903_r10240_c0_w512_h512,2019-10-17,2019-10-17 15:09:03+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t152518_r5376_c0_w512_h512,,0.0,ang20191017t152518,/AVIRISNG/Permian2019/ang20191017t152518_r5376_c0_w512_h512,2019-10-17,2019-10-17 15:25:18+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t160033_r2304_c0_w512_h512,,0.0,ang20191017t160033,/AVIRISNG/Permian2019/ang20191017t160033_r2304_c0_w512_h512,2019-10-17,2019-10-17 16:00:33+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t160033_r1792_c0_w512_h512,,0.0,ang20191017t160033,/AVIRISNG/Permian2019/ang20191017t160033_r1792_c0_w512_h512,2019-10-17,2019-10-17 16:00:33+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t161837_r2560_c256_w512_h512,,0.0,ang20191017t161837,/AVIRISNG/Permian2019/ang20191017t161837_r2560_c256_w512_h512,2019-10-17,2019-10-17 16:18:37+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t161837_r1792_c256_w512_h512,,0.0,ang20191017t161837,/AVIRISNG/Permian2019/ang20191017t161837_r1792_c256_w512_h512,2019-10-17,2019-10-17 16:18:37+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t161837_r1024_c256_w512_h512,,0.0,ang20191017t161837,/AVIRISNG/Permian2019/ang20191017t161837_r1024_c256_w512_h512,2019-10-17,2019-10-17 16:18:37+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t163235_r3584_c0_w512_h512,,0.0,ang20191017t163235,/AVIRISNG/Permian2019/ang20191017t163235_r3584_c0_w512_h512,2019-10-17,2019-10-17 16:32:35+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t163235_r8960_c0_w512_h512,,0.0,ang20191017t163235,/AVIRISNG/Permian2019/ang20191017t163235_r8960_c0_w512_h512,2019-10-17,2019-10-17 16:32:35+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
